,miRNA,ceRNA,species,database,type
3347339,hsa-miR-4458,SLC35F5,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3347446,hsa-miR-4458,SOD2,Homo sapiens,RNAInter;miRWalk;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3347498,hsa-miR-4458,SRSF11,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3347519,hsa-miR-4458,STARD3NL,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3347656,hsa-miR-4458,TFRC,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3347720,hsa-miR-4458,TMEM167A,Homo sapiens,miRDB_6.0;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3347728,hsa-miR-4458,TMEM208,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3347875,hsa-miR-4458,TTLL4,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3347945,hsa-miR-4458,USP16,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3347976,hsa-miR-4458,VEPH1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3348028,hsa-miR-4458,XPO1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3348160,hsa-miR-4458,ZNF518A,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3348560,hsa-miR-4459,LINC00346,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3377879,hsa-miR-4469,LINC00598,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3381073,hsa-miR-4470,C21orf62-AS1,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3398657,hsa-miR-4476,LINC00598,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3403131,hsa-miR-4478,LINC00346,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3403132,hsa-miR-4478,LINC00598,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3413077,hsa-miR-448,LINC00955,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3437303,hsa-miR-4485-5p,LINC00598,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3437304,hsa-miR-4485-5p,LINC00632,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3439378,hsa-miR-4486,C17orf102,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3443387,hsa-miR-4486,TSPEAR-AS2,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3473367,hsa-miR-4495,FAM182B,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3487047,hsa-miR-4499,LINC01556,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3488257,hsa-miR-449a,ACSF3,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3488286,hsa-miR-449a,ADAR,Homo sapiens,RNAInter;miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3488304,hsa-miR-449a,ADIPOR2,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3488390,hsa-miR-449a,ANKRD10,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3488464,hsa-miR-449a,ARHGAP26,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3488484,hsa-miR-449a,ARMC7,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3488531,hsa-miR-449a,ATP13A3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3488546,hsa-miR-449a,ATP6V1E1,Homo sapiens,RNAInter;miRWalk;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3488572,hsa-miR-449a,B4GALNT1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3488602,hsa-miR-449a,BCORL1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3488620,hsa-miR-449a,BIRC5,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3488745,hsa-miR-449a,CAMTA2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3488767,hsa-miR-449a,CASP8AP2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3488901,hsa-miR-449a,CFLAR,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3488957,hsa-miR-449a,CLK3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3489004,hsa-miR-449a,COPB1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3489022,hsa-miR-449a,CPNE1,Homo sapiens,RNAInter;miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3489095,hsa-miR-449a,CTTN,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3489099,hsa-miR-449a,CUEDC1,Homo sapiens,miRDB_6.0;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3489108,hsa-miR-449a,CYB561D2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3489157,hsa-miR-449a,DDX17,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3489183,hsa-miR-449a,DHPS,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3489215,hsa-miR-449a,DMXL1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3489225,hsa-miR-449a,DNAJC10,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3489325,hsa-miR-449a,EIF4G2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3489369,hsa-miR-449a,EPN2,Homo sapiens,miRDB_6.0;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3489535,hsa-miR-449a,FLOT1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3489585,hsa-miR-449a,GABARAPL2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3489611,hsa-miR-449a,GCNT2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3489676,hsa-miR-449a,GORASP2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3489718,hsa-miR-449a,GRSF1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3489744,hsa-miR-449a,H3F3B,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3489801,hsa-miR-449a,HNRNPA1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3489923,hsa-miR-449a,IQGAP1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3490220,hsa-miR-449a,LYPLAL1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3490222,hsa-miR-449a,LZTS2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3490250,hsa-miR-449a,MAP2K3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3490276,hsa-miR-449a,MAZ,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3490296,hsa-miR-449a,MDH1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3490299,hsa-miR-449a,MDM4,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3490310,hsa-miR-449a,MEF2C,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3490410,hsa-miR-449a,MRPS25,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3490427,hsa-miR-449a,MTAP,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3490442,hsa-miR-449a,MTMR4,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3490531,hsa-miR-449a,NELFCD,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3490538,hsa-miR-449a,NF1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3490698,hsa-miR-449a,NUMBL,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3490785,hsa-miR-449a,PAFAH1B2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3490846,hsa-miR-449a,PDCD4,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3490988,hsa-miR-449a,POGZ,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3490999,hsa-miR-449a,POLR3F,Homo sapiens,RNAInter;miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3491036,hsa-miR-449a,PPP1R1C,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3491125,hsa-miR-449a,PTP4A1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3491137,hsa-miR-449a,PTPRM,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3491176,hsa-miR-449a,RABGAP1L,Homo sapiens,RNAInter;miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3491180,hsa-miR-449a,RAD51,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3491221,hsa-miR-449a,RBM39,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3491238,hsa-miR-449a,RDH13,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3491284,hsa-miR-449a,RNF111,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3491359,hsa-miR-449a,RPS18,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3491419,hsa-miR-449a,SCAMP1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3491567,hsa-miR-449a,SLC25A39,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3491576,hsa-miR-449a,SLC29A3,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3491580,hsa-miR-449a,SLC2A8,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3491795,hsa-miR-449a,STK25,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3491802,hsa-miR-449a,STMN1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3491809,hsa-miR-449a,STRAP,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3491896,hsa-miR-449a,TBL1XR1,Homo sapiens,miRDB_6.0;miRWalk;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3491936,hsa-miR-449a,TFG,Homo sapiens,RNAInter;miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3491944,hsa-miR-449a,TGIF2,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3492001,hsa-miR-449a,TMEM143,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3492063,hsa-miR-449a,TNFRSF1A,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3492091,hsa-miR-449a,TPD52,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3492159,hsa-miR-449a,TSPAN14,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3492190,hsa-miR-449a,TXNIP,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3492222,hsa-miR-449a,UBP1,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3492262,hsa-miR-449a,USP33,Homo sapiens,RNAInter;miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3492307,hsa-miR-449a,WAC,Homo sapiens,RNAInter;miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3492347,hsa-miR-449a,XIAP,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3492348,hsa-miR-449a,XIST,Homo sapiens,RNAInter;ENCORI;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3492612,hsa-miR-449b-3p,ADAR,Homo sapiens,miRWalk;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3492636,hsa-miR-449b-3p,AKT1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3492731,hsa-miR-449b-3p,ATP13A3,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3492856,hsa-miR-449b-3p,CASP8AP2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3492885,hsa-miR-449b-3p,CCNG1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3492936,hsa-miR-449b-3p,CFLAR,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3492999,hsa-miR-449b-3p,CPNE1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3493043,hsa-miR-449b-3p,CUEDC1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3493061,hsa-miR-449b-3p,DDAH2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3493078,hsa-miR-449b-3p,DHPS,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3493100,hsa-miR-449b-3p,DMXL1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3493303,hsa-miR-449b-3p,GCNT2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3493365,hsa-miR-449b-3p,GRSF1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3493469,hsa-miR-449b-3p,IMMT,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3493486,hsa-miR-449b-3p,IQGAP1,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3493560,hsa-miR-449b-3p,LDLR,Homo sapiens,NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3493671,hsa-miR-449b-3p,MATR3,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3493684,hsa-miR-449b-3p,MDH1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3493691,hsa-miR-449b-3p,MEF2C,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3493757,hsa-miR-449b-3p,MRPS33,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3493834,hsa-miR-449b-3p,NF1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3493855,hsa-miR-449b-3p,NME4,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3494130,hsa-miR-449b-3p,POGZ,Homo sapiens,miRDB_6.0;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3494135,hsa-miR-449b-3p,POLR1D,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3494194,hsa-miR-449b-3p,PRR13,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3494235,hsa-miR-449b-3p,RABGAP1L,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3494576,hsa-miR-449b-3p,SRRM2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3494656,hsa-miR-449b-3p,TBL1XR1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3494684,hsa-miR-449b-3p,TFG,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3494781,hsa-miR-449b-3p,TRIB1,Homo sapiens,NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3494894,hsa-miR-449b-3p,WAC,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3494904,hsa-miR-449b-3p,WDR6,Homo sapiens,miRDB_6.0;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3494951,hsa-miR-449b-3p,ZHX1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3495019,hsa-miR-449b-3p,ZNF692,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3495025,hsa-miR-449b-3p,ZNF789,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3495038,hsa-miR-449b-3p,ZRANB2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3497047,hsa-miR-449b-5p,NEAT1,Homo sapiens,RNAInter;ENCORI;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3505979,hsa-miR-4500,ABCC10,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3506342,hsa-miR-4500,CCNE2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3506367,hsa-miR-4500,CDKN1A,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3506435,hsa-miR-4500,COPB1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3506475,hsa-miR-4500,CTDSPL2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3506507,hsa-miR-4500,DDX31,Homo sapiens,miRDB_6.0;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3506590,hsa-miR-4500,EIF4G2,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3506621,hsa-miR-4500,ERGIC1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3506623,hsa-miR-4500,ERP29,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3506738,hsa-miR-4500,GGA3,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3506758,hsa-miR-4500,GOLGA7,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3507011,hsa-miR-4500,LMO3,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3507056,hsa-miR-4500,MAP3K1,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3507091,hsa-miR-4500,MDM2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3507092,hsa-miR-4500,MDM4,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3507149,hsa-miR-4500,MTAP,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3507153,hsa-miR-4500,MTF2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3507171,hsa-miR-4500,MYLK,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3507356,hsa-miR-4500,PAFAH1B1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3507439,hsa-miR-4500,PLEKHH1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3507468,hsa-miR-4500,POU2F1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3507607,hsa-miR-4500,RIOK3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3507611,hsa-miR-4500,RNASEH2B,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3507710,hsa-miR-4500,SENP5,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3507742,hsa-miR-4500,SLC16A3,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3507832,hsa-miR-4500,SOD2,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3507864,hsa-miR-4500,STARD3NL,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3508040,hsa-miR-4500,TTLL4,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3508115,hsa-miR-4500,WNK1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3512767,hsa-miR-4505,C9orf62,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3514722,hsa-miR-4505,LINC00346,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3523882,hsa-miR-4507,LINC00632,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3533408,hsa-miR-450a-1-3p,C9orf139,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3533718,hsa-miR-450a-1-3p,LINC00346,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3533719,hsa-miR-450a-1-3p,LINC00598,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3539027,hsa-miR-450b-5p,LINC00598,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3541091,hsa-miR-4510,LINC00598,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3550262,hsa-miR-4513,LINC01556,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3553143,hsa-miR-4514,C9orf62,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3555688,hsa-miR-4514,TMEM105,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3567308,hsa-miR-4518,LINC00598,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3569098,hsa-miR-4519,BDNF-AS,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3573867,hsa-miR-452-3p,ASPH,Homo sapiens,miRDB_6.0;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3573921,hsa-miR-452-3p,C20orf24,Homo sapiens,NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3573938,hsa-miR-452-3p,CAPRIN1,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3573977,hsa-miR-452-3p,CHEK1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3573992,hsa-miR-452-3p,CMTM4,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3574124,hsa-miR-452-3p,FLAD1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3574151,hsa-miR-452-3p,GCNT2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3574725,hsa-miR-452-3p,SLC38A2,Homo sapiens,miRDB_6.0;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3574787,hsa-miR-452-3p,TAF1D,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3574832,hsa-miR-452-3p,TRAPPC6B,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3574873,hsa-miR-452-3p,UBP1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3574931,hsa-miR-452-3p,ZNF518A,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3583362,hsa-miR-4521,LINC01556,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3586229,hsa-miR-4522,HTR5A-AS1,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3623595,hsa-miR-4532,RAD51L3-RFFL,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3645913,hsa-miR-4539,C11orf44,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
3649953,hsa-miR-454-3p,ABCD3,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3650031,hsa-miR-454-3p,ACTL6A,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3650034,hsa-miR-454-3p,ACTR10,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3650063,hsa-miR-454-3p,AGL,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3650103,hsa-miR-454-3p,ALG13,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3650139,hsa-miR-454-3p,AP3B1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
3650157,hsa-miR-454-3p,ARHGAP12,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
